,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
195,ENSG00000273769,11.5640021791568,-1.29059845685215,0.516101477179548,-3.95941572705498,7.51333504791859e-05,0.0166689583281276
196,ENSG00000274135,26.7598948151931,-1.62499722554296,0.474442961654537,-3.50515932060362,0.000456334114221107,0.0397680611876187
197,ENSG00000274516,29.5528317045831,-1.55254890752511,0.529729817303641,-3.44979017765265,0.000561022420606694,0.0431622423341157
198,ENSG00000274701,11.7099505202321,-1.78195890343858,0.520923179223174,-3.66239052966519,0.000249872542784306,0.0298158910399411
199,ENSG00000276778,24.5625305010869,-1.63761745575378,0.527532102906326,-3.52903288401434,0.000417081300369743,0.038534905879
200,ENSG00000278002,30.0998708276832,-1.55450481779652,0.529742457337839,-3.46168611984631,0.000536802808621106,0.0427766256227435
201,ENSG00000278920,45.8549775641245,-1.90467308158049,0.511798764007189,-3.99135773742475,6.5696093168936e-05,0.0160690818999741
202,ENSG00000279077,11.698434544407,-1.60446144921784,0.529713596424573,-3.6171363710312,0.00029788038129628,0.0327442039980279
203,ENSG00000279080,54.6781936585563,-1.69731157534749,0.526750853539423,-3.65484237071329,0.000257340039638354,0.0298158910399411
204,ENSG00000279085,19.1323534466819,-1.419865789566,0.521176221425551,-4.09207842906181,4.27523996894758e-05,0.0136893183805702
205,ENSG00000279110,19.5450644863461,-1.58885461632343,0.528139869610411,-3.38897429571882,0.000701545864625221,0.0488336925767382
206,ENSG00000279147,18.4817849500072,-1.77311926883402,0.528151498828423,-3.86379245898636,0.00011164008515066,0.0199388862085322
207,ENSG00000279159,24.8028370689879,-1.66663064651305,0.500241156198372,-3.47018632599166,0.000520097433262639,0.0423405217527978
208,ENSG00000279278,43.5537453550939,-1.38074710635822,0.520822382660583,-4.05023809904656,5.11655457836597e-05,0.0143028004253338
209,ENSG00000279762,52.7228528290688,-1.192730581564,0.509756968828426,-4.06066125820898,4.89339253502146e-05,0.0141274649072562
210,ENSG00000280244,57.4688796829028,-1.41460333999195,0.524673616430447,-3.74819938273958,0.000178108646096755,0.0249378511821027
211,ENSG00000280429,42.8596302025937,-2.16111785935576,0.521263011775259,-4.71156925379296,2.45816531693661e-06,0.00446941037847551
212,ENSG00000281344,130.211458145259,-1.78138898177636,0.457025540211149,-3.97433513196234,7.05761296830716e-05,0.0165628041056456
213,ENSG00000284601,16.1457563283193,-1.80867451670181,0.521246456767217,-3.76413826365221,0.000167124400451113,0.0245268984695379
214,ENSG00000284607,37.5304998382208,-1.63372818652062,0.527918469406617,-4.32637196966553,1.51585359961109e-05,0.00781223438707174
215,ENSG00000285219,31.1537235731755,-1.69213381288012,0.49782043376232,-3.52187529215576,0.000428505668743412,0.038534905879
216,ENSG00000286071,14.6991800716953,-1.25084058603529,0.511342002348758,-4.1146466970316,3.87772886391931e-05,0.0133903300044084
217,ENSG00000286249,14.0887217328148,-1.98885491392637,0.52973446136309,-4.91268367244528,8.98381568191106e-07,0.00316427955948271
